filename,pageNum
/Users/jillnaiman/tmpADSDownloads/pdfs/1977ApJS___33___69H.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1933ApJ____78____9K.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1981ApJ___243L__99P.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___408__579Z.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___392__145R.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___473L__91K.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1982ApJ___258__388V.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJ___317__180T.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___452L__53M.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1955AJ_____60__230S.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1974ApJ___187__211C.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJ___276__391S.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1981ApJ___246__394E.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1968AJ_____73__887S.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1994AJ____107__480C.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJ___335__150C.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1991AJ____101_1408M.pdf,29
/Users/jillnaiman/tmpADSDownloads/pdfs/1978AJ_____83_1675S.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___450__196S.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___400__203D.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1989AJ_____97__666S.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1995AJ____110_1588B.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1915ApJ____41__173D.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___381__323A.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1993AJ____105__499R.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1937ApJ____86__496D.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1993AJ____106_1324H.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___446__115V.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJS___96__605S.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1978ApJ___226__869J.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJS___55__517S.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1969ApJ___158__399H.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___452L__53M.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJS___68__715K.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJ___309__311B.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1972ApJS___24___49R.pdf,60
/Users/jillnaiman/tmpADSDownloads/pdfs/1965ApJS___12___99P.pdf,17
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___413__198S.pdf,18
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJ___276__391S.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1995AJ____110__766D.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1994AJ____107__543M.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1976AJ_____81__840H.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1989AJ_____98_1875Y.pdf,15
/Users/jillnaiman/tmpADSDownloads/pdfs/1977AJ_____82__947S.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1989AJ_____98_1226A.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1977ApJS___33___69H.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJ___314__673T.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___439__637G.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1980ApJ___240__726A.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1976ApJ___203L_107R.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJS___93__569B.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1981ApJ___243L__99P.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1990AJ____100_1014M.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1973ApJ___183___29W.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1972ApJ___174L__57B.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____112__509M.pdf,16
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____112__991M.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1974ApJ___193__373G.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1980AJ_____85__265O.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___352____1G.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___383__431W.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1977ApJ___212__567D.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1979ApJ___232___84D.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___389L__91D.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1977ApJ___211__653B.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___450__638T.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___449__422H.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___338__262F.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1983AJ_____88___20C.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJS__107__103P.pdf,18
/Users/jillnaiman/tmpADSDownloads/pdfs/1907ApJ____25__267V.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1980AJ_____85__542S.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1949ApJ___110___73P.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___441__830P.pdf,13
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___442__694R.pdf,13
/Users/jillnaiman/tmpADSDownloads/pdfs/1993AJ____105_1010V.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___430__913M.pdf,17
/Users/jillnaiman/tmpADSDownloads/pdfs/1980ApJ___239___65L.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___435__274X.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1941ApJ____93___40M.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1987AJ_____94___71M.pdf,19
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJS___70__173S.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1901ApJ____14___17C.pdf,18
/Users/jillnaiman/tmpADSDownloads/pdfs/1979ApJ___227__832L.pdf,18
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___361__540D.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1967ApJ___148__321A.pdf,55
/Users/jillnaiman/tmpADSDownloads/pdfs/1896ApJ_____3____4R.pdf,27
/Users/jillnaiman/tmpADSDownloads/pdfs/1976ApJ___210L__59A.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJS___62___39S.pdf,51
/Users/jillnaiman/tmpADSDownloads/pdfs/1993AJ____105_2098R.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1956AJ_____61___97H.pdf,31
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJS___88__415R.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1968ApJ___153__367M.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1906ApJ____24___47R.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___434__363N.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1907ApJ____26____1N.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___414__487C.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1981ApJ___250__517B.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJS__105__343Z.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1964ApJ___140__921K.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1989AJ_____97_1110S.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___371__171L.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___347__713H.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJS___60__475I.pdf,42
/Users/jillnaiman/tmpADSDownloads/pdfs/1937ApJ____86__340S.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1979ApJ___229__942R.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJ___276__221A.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1993AJ____106_1448Y.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1960ApJ___132__696P.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1964ApJ___139_1336T.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___338__789C.pdf,24
/Users/jillnaiman/tmpADSDownloads/pdfs/1982ApJ___263__690H.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___468__519J.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___373__683L.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1913ApJ____38__407M.pdf,94
/Users/jillnaiman/tmpADSDownloads/pdfs/1913ApJ____38__407M.pdf,80
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJS___80__501O.pdf,43
/Users/jillnaiman/tmpADSDownloads/pdfs/1944ApJ___100__279R.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1985ApJ___299_1027R.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___465__393S.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1974ApJ___187__369P.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___402L__81L.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1904ApJ____19__111K.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___410__157B.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1956ApJ___124__499K.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___343__703M.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1978ApJ___224__171W.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1968ApJ___153L__23L.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___434__766D.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____112__509M.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____112_2828M.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1985ApJ___288__201C.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1898ApJ_____8___55P.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1966AJ_____71__477S.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1897ApJ_____5__132W.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1914ApJ____40___43K.pdf,58
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___440__515D.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1904ApJ____20___49L.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1950ApJ___111__262S.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJ___332L__33C.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___340L___9M.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1940ApJ____91__546S.pdf,58
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___425__122H.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____111_1227P.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____112__918T.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1985ApJ___291__344A.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___397__520W.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1908ApJ____28__100H.pdf,23
/Users/jillnaiman/tmpADSDownloads/pdfs/1979ApJ___227__114H.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1976AJ_____81_1031W.pdf,24
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___346__860S.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1977ApJ___213__327A.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1902ApJ____15__310H.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1981AJ_____86_1741S.pdf,29
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___473L__21S.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____113_1239C.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1912ApJ____36__228E.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1980ApJ___236__808I.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1986AJ_____91__761K.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1948ApJ___107___73B.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1931ApJ____74__289S.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJS__105___75C.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___338__770S.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1983ApJS___53__623C.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1994AJ____108_2078B.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___437__705M.pdf,18
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___441__261C.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___434__232R.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1945ApJ___101__114C.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___390__514V.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1973ApJ___180__791B.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1994AJ____107_1942T.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___345__707M.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1982AJ_____87__751G.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJS___94__651K.pdf,17
/Users/jillnaiman/tmpADSDownloads/pdfs/1961ApJ___134__105C.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___445__280G.pdf,17
/Users/jillnaiman/tmpADSDownloads/pdfs/1985ApJ___298__619S.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1983ApJ___274__900Z.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1980ApJ___242___63S.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___371L__59Y.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJS___56__211F.pdf,20
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___367L__59R.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJ___330__579P.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1904ApJ____20___58L.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___467__241H.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJS___65__451H.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___351__538G.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1968ApJ___152_1057R.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___465__717L.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1994AJ____107_1422P.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1966ApJ___146__618G.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1968AJ_____73__415S.pdf,16
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJS___75__987W.pdf,52
/Users/jillnaiman/tmpADSDownloads/pdfs/1925ApJ____62__179P.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1980AJ_____85__215G.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1980ApJ___238__743C.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJS___75__987W.pdf,47
/Users/jillnaiman/tmpADSDownloads/pdfs/1969ApJ___157___69D.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___365__586D.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1987AJ_____93_1514Z.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___457__703K.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1990AJ____100__387R.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1920ApJ____51__276P.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___373L__55M.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1980ApJ___239__112V.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___456__651G.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1968ApJ___154__761W.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1995AJ____109__960W.pdf,15
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___427__511S.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___425__635O.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1982ApJ___254__816C.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___450__450S.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1981ApJ___248__119H.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1957ApJ___126__322A.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJ___315L__23W.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___371L__59Y.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1989AJ_____97_1634H.pdf,15
/Users/jillnaiman/tmpADSDownloads/pdfs/1977AJ_____82__692C.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___448L__93H.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJ___318___93H.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJ___320__182E.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1963ApJ___137__572K.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___471__903N.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1985ApJ___297___98G.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1979AJ_____84_1025M.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1985ApJ___296__739F.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___407__579M.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJS___61__305G.pdf,31
/Users/jillnaiman/tmpADSDownloads/pdfs/1973ApJ___180__791B.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___369L__45L.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJS__105___75C.pdf,13
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___443__863R.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1985ApJ___289___81R.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJ___307__723V.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1992AJ____103_1146C.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___390L_103R.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___410___68R.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1946ApJ___103___19A.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1990AJ____100_1489W.pdf,35
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJ___322__706D.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1974AJ_____79__333H.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1994AJ____108_1375S.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1966ApJ___144_1244L.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___471__804S.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1977ApJ___213__327A.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___423__516A.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____112__797S.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1976ApJ___204L__51A.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1983ApJ___270__471M.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___336__173B.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___381___63F.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____114__265G.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___366__484B.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___379L__45S.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___464__724K.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1979ApJ___230__639D.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1929ApJ____69__103H.pdf,59
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____112_1141H.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___361__408S.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJS___71__549P.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___414__500S.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1962ApJ___135__661H.pdf,17
/Users/jillnaiman/tmpADSDownloads/pdfs/1935ApJ____82___62K.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1985ApJ___289__279C.pdf,18
/Users/jillnaiman/tmpADSDownloads/pdfs/1993AJ____105__250G.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1960ApJ___132__867L.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1966ApJ___146__126A.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___441__644H.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___410L__27Y.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1904ApJ____19__111K.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____113_1011C.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1981AJ_____86_1175V.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1975ApJ___197L__49K.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1993AJ____106_1719C.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___446__357K.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJS___95__151M.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___441__300A.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1970ApJ___161L__13B.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___455__215B.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1905ApJ____21__271J.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___416__563K.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____114__244C.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1926ApJ____64__321H.pdf,29
/Users/jillnaiman/tmpADSDownloads/pdfs/1907ApJ____25__116W.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJS___69___99S.pdf,17
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___425__103E.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1956ApJ___123____1M.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___355__568B.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1973ApJS___26___19V.pdf,22
/Users/jillnaiman/tmpADSDownloads/pdfs/1995AJ____110_2610A.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___362__551C.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1952ApJ___115__572H.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___430__399W.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1978ApJ___224__873P.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1991AJ____101__829O.pdf,18
/Users/jillnaiman/tmpADSDownloads/pdfs/1983ApJ___270L__89C.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___379__113C.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1926ApJ____63__188D.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___471___52M.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJS___62___39S.pdf,44
/Users/jillnaiman/tmpADSDownloads/pdfs/1993AJ____105_2098R.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___461__186D.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___450__122Z.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1962AJ_____67___24A.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJ___302__257C.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJS___72__755B.pdf,51
/Users/jillnaiman/tmpADSDownloads/pdfs/1994AJ____108__111S.pdf,16
/Users/jillnaiman/tmpADSDownloads/pdfs/1976ApJ___208__109B.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1994AJ____107__565H.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___461__828W.pdf,16
/Users/jillnaiman/tmpADSDownloads/pdfs/1968ApJ___154__833M.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1991AJ____101_2151D.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJS___62___39S.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___435L__43G.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1971AJ_____76__338S.pdf,31
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___433___65O.pdf,9
